,tid,country,unit,target,project_name,wiki,megawatts,status,financer,financer_type,source,source_iso,source_lat,source_lng,finance_type,era,close_year,dollars,epc,sponsor,parent,subnational,target_lat,target_lng,target_country_lat,target_country_lng
65,G108474,Bangladesh,Rampal power station Unit 2,Rampal power station,Rampal power station,https://www.gem.wiki/Rampal_power_station,660,construction,NTPC,Government-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2017.0,200000000.0,,Bangladesh India Friendship Power,"Bangladesh Power Development Board, NTPC",,22.59246,89.55643,23.684994,90.35633100000001
66,G100525,Bosnia and Herzegovina,Banovici Power Station,Banovici Power Station,Banovici Power Station,https://www.gem.wiki/Banovici_power_station,350,permitted,Industrial and Commercial Bank of China (ICBC),Government-owned commercial institution,China,CN,35.86166,104.195397,loan,financing,,,Dongfang Electric Corp Ltd,RMU Banovici,RMU Banovici,,44.4,18.5333,43.915886,17.679076000000002
67,G102881,Bosnia and Herzegovina,Gacko Thermal Power Plant Unit 2,Gacko Thermal Power Plant,Gacko Thermal Power Plant,https://www.gem.wiki/Gacko_Thermal_Power_Plant,350,announced,China Machinery Engineering Corporation (CMEC),Government-owned commercial institution,China,CN,35.86166,104.195397,loan,financing,,,China Machinery Engineering Corporation (CMEC),Elektroprivreda Republike Srpske,Elektroprivreda Republike Srpske,,43.172259999999994,18.512729999999998,43.915886,17.679076000000002
68,G105456,Bosnia and Herzegovina,Kakanj Thermal Power Plant Unit 8,Kakanj,Kakanj,https://www.gem.wiki/Kakanj_Thermal_Power_Plant,300,permitted,Government of China,Governmental policy institution,China,CN,35.86166,104.195397,loan,financing,,,,Elektroprivreda BIH (EPBIH),Elektroprivreda BIH (EPBIH),,44.08972,18.11444,43.915886,17.679076000000002
69,G105521,Bosnia and Herzegovina,Kamengrad Thermal Power Plant Unit 1,Kamengrad Thermal Power Plant,Kamengrad Thermal Power Plant,https://www.gem.wiki/Kamengrad_Thermal_Power_Plant,215,announced,China Energy Group,Government-owned commercial institution,China,CN,35.86166,104.195397,loan,financing,,303900000.0,China Energy Engineering Corporation,RMU Kamengrad,RMU Kamengrad,,44.76667,16.66667,43.915886,17.679076000000002
70,G105522,Bosnia and Herzegovina,Kamengrad Thermal Power Plant Unit 2,Kamengrad Thermal Power Plant,Kamengrad Thermal Power Plant,https://www.gem.wiki/Kamengrad_Thermal_Power_Plant,215,announced,China Energy Group,Government-owned commercial institution,China,CN,35.86166,104.195397,loan,financing,,303900000.0,China Energy Engineering Corporation,RMU Kamengrad,RMU Kamengrad,,44.76667,16.66667,43.915886,17.679076000000002
71,G109595,Bosnia and Herzegovina,Stanari,Stanari,Stanari,https://www.gem.wiki/Stanari_Thermal_Power_Plant,300,operating,China Development Bank,Governmental policy institution,China,CN,35.86166,104.195397,loan,closed,2012.0,445000000.0,Dongfang Electric Corporation,EFT,EFT,,44.75929,17.82321,43.915886,17.679076000000002
72,G110406,Bosnia and Herzegovina,Tuzla 7,Tuzla,Tuzla,https://www.gem.wiki/Tuzla_Thermal_Power_Plant,450,permitted,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,loan,closed,2017.0,882000000.0,"Gezhouba International Engineering Co., Ltd.(EnergyChina)",Elektroprivreda BIH (EPBIH),Elektroprivreda BIH (EPBIH),,44.52,18.60611,43.915886,17.679076000000002
73,G110406,Bosnia and Herzegovina,Tuzla 7,Tuzla,Tuzla,https://www.gem.wiki/Tuzla_Thermal_Power_Plant,450,permitted,JP Elektroprivreda BiH,Government-owned commercial institution,Bosnia and Herzegovina,BA,43.915886,17.679076000000002,equity,closed,2017.0,134920000.0,"Gezhouba International Engineering Co., Ltd.(EnergyChina)",Elektroprivreda BIH (EPBIH),Elektroprivreda BIH (EPBIH),,44.52,18.60611,43.915886,17.679076000000002
74,G110406,Bosnia and Herzegovina,Tuzla 7,Tuzla,Tuzla,https://www.gem.wiki/Tuzla_Thermal_Power_Plant,450,permitted,Intesea Sanpaulo,Privately-owned commercial institution,Italy,IT,41.87194,12.56738,loan,closed,2020.0,30166667.0,"Gezhouba International Engineering Co., Ltd.(EnergyChina)",Elektroprivreda BIH (EPBIH),Elektroprivreda BIH (EPBIH),,44.52,18.60611,43.915886,17.679076000000002
75,G110406,Bosnia and Herzegovina,Tuzla 7,Tuzla,Tuzla,https://www.gem.wiki/Tuzla_Thermal_Power_Plant,450,permitted,NLB Bank,Privately-owned commercial institution,Slovenia,SI,46.151241,14.995463,loan,closed,2020.0,30166667.0,"Gezhouba International Engineering Co., Ltd.(EnergyChina)",Elektroprivreda BIH (EPBIH),Elektroprivreda BIH (EPBIH),,44.52,18.60611,43.915886,17.679076000000002
76,G110406,Bosnia and Herzegovina,Tuzla 7,Tuzla,Tuzla,https://www.gem.wiki/Tuzla_Thermal_Power_Plant,450,permitted,Sberbank,Government-owned commercial institution,Russia,RU,61.52401,105.31875600000001,loan,closed,2020.0,30166667.0,"Gezhouba International Engineering Co., Ltd.(EnergyChina)",Elektroprivreda BIH (EPBIH),Elektroprivreda BIH (EPBIH),,44.52,18.60611,43.915886,17.679076000000002
77,G110434,Bosnia and Herzegovina,Ugljevik III 1,Ugljevik 3 power station,Ugljevik 3 power station,https://www.gem.wiki/Ugljevik_Thermal_Power_Plant,300,pre-permit,China Machinery Engineering Corporation (CMEC),Government-owned commercial institution,China,CN,35.86166,104.195397,loan,financing,,,China Machinery Engineering Corporation (CMEC),Comsar Energy Republika Srpska,"Comsar Energy (90%), Elektroprivreda Republike Srpske (10%)",,44.68345,18.96852,43.915886,17.679076000000002
78,G110435,Bosnia and Herzegovina,Ugljevik III 2,Ugljevik 3 power station,Ugljevik 3 power station,https://www.gem.wiki/Ugljevik_Thermal_Power_Plant,300,pre-permit,China Machinery Engineering Corporation (CMEC),Government-owned commercial institution,China,CN,35.86166,104.195397,loan,financing,,,China Machinery Engineering Corporation (CMEC),Comsar Energy Republika Srpska,"Comsar Energy (90%), Elektroprivreda Republike Srpske (10%)",,44.68345,18.96852,43.915886,17.679076000000002
79,G106539,Botswana,"Mabesekwa Export Independent Power Plant Phase I, Unit 1",Mabesekwa Export Independent Power Plant,Mabesekwa Export Independent Power Plant,https://www.gem.wiki/Mabesekwa_Export_Independent_Power_Plant,150,announced,Development Bank of Southern Africa,Governmental policy institution,South Africa,ZA,-30.559482,22.937506,loan,financing,,,,"Shumba Energy, Mulilo Group","Kibo Energy, Shumba Energy",,-21.1736,27.5125,-22.328474,24.684866
80,G106540,Botswana,"Mabesekwa Export Independent Power Plant Phase I, Unit 2",Mabesekwa Export Independent Power Plant,Mabesekwa Export Independent Power Plant,https://www.gem.wiki/Mabesekwa_Export_Independent_Power_Plant,150,announced,Development Bank of Southern Africa,Governmental policy institution,South Africa,ZA,-30.559482,22.937506,loan,financing,,,,"Shumba Energy, Mulilo Group","Kibo Energy, Shumba Energy",,-21.1736,27.5125,-22.328474,24.684866
81,G106541,Botswana,"Mabesekwa Export Independent Power Plant Phase II, Unit 3",Mabesekwa Export Independent Power Plant,Mabesekwa Export Independent Power Plant,https://www.gem.wiki/Mabesekwa_Export_Independent_Power_Plant,150,announced,Development Bank of Southern Africa,Governmental policy institution,South Africa,ZA,-30.559482,22.937506,loan,financing,,,,"Shumba Energy, Mulilo Group","Kibo Energy, Shumba Energy",,-21.1736,27.5125,-22.328474,24.684866
82,G106542,Botswana,"Mabesekwa Export Independent Power Plant Phase II, Unit 4",Mabesekwa Export Independent Power Plant,Mabesekwa Export Independent Power Plant,https://www.gem.wiki/Mabesekwa_Export_Independent_Power_Plant,150,announced,Development Bank of Southern Africa,Governmental policy institution,South Africa,ZA,-30.559482,22.937506,loan,financing,,,,"Shumba Energy, Mulilo Group","Kibo Energy, Shumba Energy",,-21.1736,27.5125,-22.328474,24.684866
83,G107025,Botswana,Morupule B power station Unit 1,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,Botswana Power Corporation,Government-owned commercial institution,Botswana,BW,-22.328474,24.684866,equity,closed,2009.0,158750000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
84,G107025,Botswana,Morupule B power station Unit 1,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,Industrial and Commercial Bank of China (ICBC),Government-owned commercial institution,China,CN,35.86166,104.195397,loan,closed,2009.0,120625000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
85,G107025,Botswana,Morupule B power station Unit 1,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,Standard Bank South Africa,Privately-owned commercial institution,South Africa,ZA,-30.559482,22.937506,loan,closed,2009.0,120625000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
86,G107025,Botswana,Morupule B power station Unit 1,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,World Bank,Governmental policy institution,,,,,loan,closed,2009.0,34100000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
87,G107026,Botswana,Morupule B power station Unit 2,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,Botswana Power Corporation,Government-owned commercial institution,Botswana,BW,-22.328474,24.684866,equity,closed,2009.0,158750000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
88,G107026,Botswana,Morupule B power station Unit 2,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,Industrial and Commercial Bank of China (ICBC),Government-owned commercial institution,China,CN,35.86166,104.195397,loan,closed,2009.0,120625000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
89,G107026,Botswana,Morupule B power station Unit 2,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,Standard Bank South Africa,Privately-owned commercial institution,South Africa,ZA,-30.559482,22.937506,loan,closed,2009.0,120625000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
90,G107026,Botswana,Morupule B power station Unit 2,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,World Bank,Governmental policy institution,,,,,loan,closed,2009.0,34100000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
91,G107027,Botswana,Morupule B power station Unit 3,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,Botswana Power Corporation,Government-owned commercial institution,Botswana,BW,-22.328474,24.684866,equity,closed,2009.0,158750000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
92,G107027,Botswana,Morupule B power station Unit 3,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,Industrial and Commercial Bank of China (ICBC),Government-owned commercial institution,China,CN,35.86166,104.195397,loan,closed,2009.0,120625000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
93,G107027,Botswana,Morupule B power station Unit 3,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,Standard Bank South Africa,Privately-owned commercial institution,South Africa,ZA,-30.559482,22.937506,loan,closed,2009.0,120625000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
94,G107027,Botswana,Morupule B power station Unit 3,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,World Bank,Governmental policy institution,,,,,loan,closed,2009.0,34100000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
95,G107028,Botswana,Morupule B power station Unit 4,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,Botswana Power Corporation,Government-owned commercial institution,Botswana,BW,-22.328474,24.684866,equity,closed,2009.0,158750000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
96,G107028,Botswana,Morupule B power station Unit 4,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,Industrial and Commercial Bank of China (ICBC),Government-owned commercial institution,China,CN,35.86166,104.195397,loan,closed,2009.0,120625000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
97,G107028,Botswana,Morupule B power station Unit 4,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,Standard Bank South Africa,Privately-owned commercial institution,South Africa,ZA,-30.559482,22.937506,loan,closed,2009.0,120625000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
98,G107028,Botswana,Morupule B power station Unit 4,Morupule B power station,Morupule B power station,https://www.gem.wiki/Morupule_B_power_station,150,operating,World Bank,Governmental policy institution,,,,,loan,closed,2009.0,34100000.0,,Botswana Power Corporation,Botswana Power Corporation,,-22.5223,27.04883,-22.328474,24.684866
99,G114855,Botswana,Morupule IPP Unit 1,Morupule IPP,Morupule IPP,https://www.gem.wiki/Morupule_IPP,150,pre-permit,TBD,Unknown,China,CN,35.86166,104.195397,loan,financing,,,China Gezhouba Group Company Limited,Energy & Natural Resource Corporation Botswana,TBD,,-22.55,27.133329999999997,-22.328474,24.684866
100,G114856,Botswana,Morupule IPP Unit 2,Morupule IPP,Morupule IPP,https://www.gem.wiki/Morupule_IPP,150,pre-permit,TBD,Unknown,China,CN,35.86166,104.195397,loan,financing,,,China Gezhouba Group Company Limited,Energy & Natural Resource Corporation Botswana,TBD,,-22.55,27.133329999999997,-22.328474,24.684866
101,G114857,Botswana,Morupule IPP Unit 3,Morupule IPP,Morupule IPP,https://www.gem.wiki/Morupule_IPP,150,pre-permit,TBD,Unknown,China,CN,35.86166,104.195397,loan,financing,,,China Gezhouba Group Company Limited,Energy & Natural Resource Corporation Botswana,TBD,,-22.55,27.133329999999997,-22.328474,24.684866
102,G114858,Botswana,Morupule IPP Unit 4,Morupule IPP,Morupule IPP,https://www.gem.wiki/Morupule_IPP,150,pre-permit,TBD,Unknown,China,CN,35.86166,104.195397,loan,financing,,,China Gezhouba Group Company Limited,Energy & Natural Resource Corporation Botswana,TBD,,-22.55,27.133329999999997,-22.328474,24.684866
103,G108937,Botswana,Sese Integrated Power Project Unit 1,Sese Integrated Power Project,Sese Integrated Power Project,https://www.gem.wiki/Sese_Integrated_Power_Project,225,permitted,TBD,Unknown,China,CN,35.86166,104.195397,loan,financing,,,,"African Energy Resources, First Quantum Minerals",First Quantum Minerals,,-21.3788,27.440520000000003,-22.328474,24.684866
