tid,country,unit,target,project_name,wiki,megawatts,status,financer,financer_type,source,source_iso,source_lat,source_lng,finance_type,era,close_year,dollars,epc,sponsor,parent,subnational,target_lat,target_lng,target_country_lat,target_country_lng
G109985,India,Tata Mundra Ultra Mega Power Project Unit 1,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,India Infrastructure Finance Company,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,India Infrastructure Finance Company,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 2,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,India Infrastructure Finance Company,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 3,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,India Infrastructure Finance Company,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 5,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,India Infrastructure Finance Company,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109985,India,Tata Mundra Ultra Mega Power Project Unit 1,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Oriental Bank of Commerce,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Oriental Bank of Commerce,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 2,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Oriental Bank of Commerce,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 3,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Oriental Bank of Commerce,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 5,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Oriental Bank of Commerce,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109985,India,Tata Mundra Ultra Mega Power Project Unit 1,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 2,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 3,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 5,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109985,India,Tata Mundra Ultra Mega Power Project Unit 1,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Hyderabad,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Hyderabad,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 2,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Hyderabad,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 3,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Hyderabad,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 5,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Hyderabad,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109985,India,Tata Mundra Ultra Mega Power Project Unit 1,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 2,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 3,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 5,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109985,India,Tata Mundra Ultra Mega Power Project Unit 1,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Travancore,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Travancore,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 2,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Travancore,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 3,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Travancore,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 5,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Travancore,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109985,India,Tata Mundra Ultra Mega Power Project Unit 1,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Vijaya Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Vijaya Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 2,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Vijaya Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 3,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Vijaya Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G109986,India,Tata Mundra Ultra Mega Power Project Unit 5,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Vijaya Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015,13017350,Doosan Heavy Industries & Construction Company,,Tata Group,Kutch,22.8158,69.5281,20.593684,78.96288
G107712,Mongolia,Tavan Tolgoi power station (Rio Tinto) Unit 1,Tavan Tolgoi power station (Rio Tinto),Tavan Tolgoi power station (Rio Tinto),https://www.gem.wiki/Tavan_Tolgoi_power_station_(Rio_Tinto),150,permitted,TBD,Unknown,N/A,#N/A,#N/A,#N/A,bond,financing,,,,,Erdenes Mongol,,43.625,105.4742,46.862496,103.846656
G107713,Mongolia,Tavan Tolgoi power station (Rio Tinto) Unit 2,Tavan Tolgoi power station (Rio Tinto),Tavan Tolgoi power station (Rio Tinto),https://www.gem.wiki/Tavan_Tolgoi_power_station_(Rio_Tinto),150,permitted,TBD,Unknown,N/A,#N/A,#N/A,#N/A,bond,financing,,,,,Erdenes Mongol,,43.625,105.4742,46.862496,103.846656
G107714,Mongolia,Tavan Tolgoi power station (Rio Tinto) Unit 3,Tavan Tolgoi power station (Rio Tinto),Tavan Tolgoi power station (Rio Tinto),https://www.gem.wiki/Tavan_Tolgoi_power_station_(Rio_Tinto),150,permitted,TBD,Unknown,N/A,#N/A,#N/A,#N/A,bond,financing,,,,,Erdenes Mongol,,43.625,105.4742,46.862496,103.846656
G110020,Colombia,Termotasajero power station Unit 2,Termotasajero power station,Termotasajero power station,https://www.gem.wiki/Termotasajero_power_station,170,operating,Banco de Bogotá,Privately-owned commercial institution,Colombia,CO,4.570868,-74.297333,refinancing loan,closed,2018,72000000,,,Colgener SA,Cúcuta,7.8473,-72.6328,4.570868,-74.297333
G110020,Colombia,Termotasajero power station Unit 2,Termotasajero power station,Termotasajero power station,https://www.gem.wiki/Termotasajero_power_station,170,operating,Bancolombia,Privately-owned commercial institution,Colombia,CO,4.570868,-74.297333,refinancing loan,closed,2018,72000000,,,Colgener SA,Cúcuta,7.8473,-72.6328,4.570868,-74.297333
G110020,Colombia,Termotasajero power station Unit 2,Termotasajero power station,Termotasajero power station,https://www.gem.wiki/Termotasajero_power_station,170,operating,Itau-Unibanco,Privately-owned commercial institution,Brazil,BR,-14.235004,-51.92528,refinancing loan,closed,2018,72000000,,,Colgener SA,Cúcuta,7.8473,-72.6328,4.570868,-74.297333
G110020,Colombia,Termotasajero power station Unit 2,Termotasajero power station,Termotasajero power station,https://www.gem.wiki/Termotasajero_power_station,170,operating,Itau-Unibanco,Privately-owned commercial institution,Brazil,BR,-14.235004,-51.92528,loan,closed,2012,315000000,,,Colgener SA,Cúcuta,7.8473,-72.6328,4.570868,-74.297333
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Citibank,Privately-owned commercial institution,United States,US,37.09024,-95.712891,loan,closed,2013,9333000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Citibank,Privately-owned commercial institution,United States,US,37.09024,-95.712891,loan,closed,2013,9333000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Mizuho bank,Privately-owned commercial institution,Japan,JP,36.204824,138.252924,loan,closed,2013,9333000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Mizuho bank,Privately-owned commercial institution,Japan,JP,36.204824,138.252924,loan,closed,2013,9333000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,MUFG Bank,Privately-owned commercial institution,Japan,JP,36.204824,138.252924,loan,closed,2013,9333000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,MUFG Bank,Privately-owned commercial institution,Japan,JP,36.204824,138.252924,loan,closed,2013,9333000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,China Development Bank,Governmental policy institution,China,CN,35.86166,104.195397,loan,closed,2015,13945000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110044,Vietnam,Thai Binh Power Center Unit 2-2,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,China Development Bank,Governmental policy institution,China,CN,35.86166,104.195397,loan,closed,2015,13945000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Citibank,Privately-owned commercial institution,United States,US,37.09024,-95.712891,loan,closed,2015,36445000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110044,Vietnam,Thai Binh Power Center Unit 2-2,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Citibank,Privately-owned commercial institution,United States,US,37.09024,-95.712891,loan,closed,2015,36445000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,HSBC,Privately-owned commercial institution,United Kingdom,GB,55.378051,-3.435973,loan,closed,2015,36445000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110044,Vietnam,Thai Binh Power Center Unit 2-2,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,HSBC,Privately-owned commercial institution,United Kingdom,GB,55.378051,-3.435973,loan,closed,2015,36445000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Mizuho bank,Privately-owned commercial institution,Japan,JP,36.204824,138.252924,loan,closed,2015,36445000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110044,Vietnam,Thai Binh Power Center Unit 2-2,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Mizuho bank,Privately-owned commercial institution,Japan,JP,36.204824,138.252924,loan,closed,2015,36445000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,MUFG Bank,Privately-owned commercial institution,Japan,JP,36.204824,138.252924,loan,closed,2015,36445000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110044,Vietnam,Thai Binh Power Center Unit 2-2,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,MUFG Bank,Privately-owned commercial institution,Japan,JP,36.204824,138.252924,loan,closed,2015,36445000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Oversea Chinese Banking Corporation (OCBC),Privately-owned commercial institution,Singapore,SG,1.352083,103.819836,loan,closed,2015,36445000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110044,Vietnam,Thai Binh Power Center Unit 2-2,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Oversea Chinese Banking Corporation (OCBC),Privately-owned commercial institution,Singapore,SG,1.352083,103.819836,loan,closed,2015,36445000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Standard Chartered Bank,Privately-owned commercial institution,United Kingdom,GB,55.378051,-3.435973,loan,closed,2015,36445000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110044,Vietnam,Thai Binh Power Center Unit 2-2,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Standard Chartered Bank,Privately-owned commercial institution,United Kingdom,GB,55.378051,-3.435973,loan,closed,2015,36445000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Japan Bank for International Cooperation,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2013,42500000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110044,Vietnam,Thai Binh Power Center Unit 2-2,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Japan Bank for International Cooperation,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2013,42500000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110041,Vietnam,Thai Binh Power Center Unit 1-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,300,operating,Electricity of Vietnam Group (EVN),Government-owned commercial institution,Vietnam,VN,14.058324,108.277199,equity,closed,2014,87000000,Marubeni,,EVN,Thai Thuy,20.481,106.5605,14.058324,108.277199
G110042,Vietnam,Thai Binh Power Center Unit 1-2,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,300,operating,Electricity of Vietnam Group (EVN),Government-owned commercial institution,Vietnam,VN,14.058324,108.277199,equity,closed,2014,87000000,Marubeni,,EVN,Thai Thuy,20.481,106.5605,14.058324,108.277199
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Export-Import Bank of Korea,Governmental policy institution,South Korea,KR,35.907757,127.766922,loan,closed,2015,165000000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110044,Vietnam,Thai Binh Power Center Unit 2-2,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,Export-Import Bank of Korea,Governmental policy institution,South Korea,KR,35.907757,127.766922,loan,closed,2015,165000000,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110041,Vietnam,Thai Binh Power Center Unit 1-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,300,operating,Japan International Cooperation Agency,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2014,493000000,Marubeni,,EVN,Thai Thuy,20.481,106.5605,14.058324,108.277199
G110042,Vietnam,Thai Binh Power Center Unit 1-2,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,300,operating,Japan International Cooperation Agency,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2014,493000000,Marubeni,,EVN,Thai Thuy,20.481,106.5605,14.058324,108.277199
G110043,Vietnam,Thai Binh Power Center Unit 2-1,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,PetroVietnam (PVN),Government-owned commercial institution,Vietnam,VN,14.058324,108.277199,equity,closed,2015,N/A,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
G110044,Vietnam,Thai Binh Power Center Unit 2-2,Thai Binh Power Center,Thai Binh Power Center,https://www.gem.wiki/Thai_Binh_Power_Center,600,construction,PetroVietnam (PVN),Government-owned commercial institution,Vietnam,VN,14.058324,108.277199,equity,closed,2015,N/A,,,Petrovietnam,Thai Thuy,20.48284,106.5633,14.058324,108.277199
